S/N,Video_ID,text,label,Language
253,FXNoo4BjNOE,"Aminu saira is back with another heart breaking thrilled. it&#39;s what&#39;s happening in our contemporary society, however I love Alhaji lawan  I hope he is a good man as he claimed can&#39;t wait for next episode.❤🎉",Positive,English
254,FXNoo4BjNOE,"Mashaa Allah,Kudos to Aminu Saira",Positive,English
255,FXNoo4BjNOE,Baxan iya cigaba da kallon Wannan Shirin ba Aminu Saira ka Bata shiri Mai dadi wallahi,Negetive,Hausa
256,FXNoo4BjNOE,Mudai yanxu muka fara kallan labarina😅😅😅,Positive,Hausa
257,FXNoo4BjNOE,Gaskiya babu takanolaji a wannan shirin😂,Negetive,Hausa
258,FXNoo4BjNOE,maryam is favourite actress,Positive,English
259,FXNoo4BjNOE,"I&#39;m sorry Mr. Aminu Saira, you are definitely the leader of the world 😂😂❤",Positive,English
260,FXNoo4BjNOE,Love it Aminu saira,Positive,English
261,FXNoo4BjNOE,Saira movies the game changer. This is really another interesting story. LABARINA. different style. Lovely Malam Saira,Positive,English
262,FXNoo4BjNOE,Ko dai Alamin ne ya aiko Alhaji lawan 😮,Neutral,Hausa
263,FXNoo4BjNOE,😂Jamila mayyar dala <br>Wayaga dala zai kyale,Negetive,Hausa
264,FXNoo4BjNOE,Gaskiya har ga Allah wannan Film bai dede da labarina ba<br>waiwo Allah kai jama a wlh abun baiyi ba 😭😭😭,Negetive,Hausa
265,FXNoo4BjNOE,"Kodai wannan wani film ne amma akaqi canja suna aka barshi alabarina, don naga film din duk ya juya, to ya makomar wadancan jaruman? Su sumayya, aliyu, ummi, rabagardama, dan audu, rabe, da sauransu, to amma shima wnn akwai cakwagiya",Neutral,Hausa
266,FXNoo4BjNOE,"Aminu Saira is back with another heart breaking thriller. It&#39;s what&#39;s happening in our contemporary society. However,I love Alh. Lawal,I hope he is a good man as he claimed. Can&#39;t wait for next Friday.",Positive,English
267,FXNoo4BjNOE,Dama sabon suna kasa masa dan da alama xaefi wancan,Positive,Hausa
268,FXNoo4BjNOE,I really appreciate you maryam❤❤,Positive,English
269,FXNoo4BjNOE,Gaskiya mariam mutumniyar kirke ce 🥰,Positive,Hausa
270,FXNoo4BjNOE,Wannan ma zeyi kyau director,Positive,Hausa
271,FXNoo4BjNOE,Gaskiya Aminu Saira duniyane wlh 😅😅😅😅,Positive,Hausa
272,FXNoo4BjNOE,Aminu saira just Dey cut onions 🧅 this days see how am tearing 😢. You deserve one million followers 🎉,Positive,English
273,FXNoo4BjNOE,A Gaskiya @aminusaira akwai jan hankalin mutane wallahi yanzu muka fara kallon LABARINA Allah dai yasa yaci gaba da kayatarwa kamar haka,Positive,Hausa
274,FXNoo4BjNOE,Sadiq Sani sadaq allah ubangiji  yasakamuki da alkhari❤❤❤❤❤,Positive,Hausa
275,FXNoo4BjNOE,Yayi kyu sosai y fiya nada kyu 🙏🙏🙏🙏,Positive,Hausa
276,FXNoo4BjNOE,Maryam my favorite❤,Positive,English
277,FXNoo4BjNOE,"I m totally confused, plss someone should show more light to me it&#39;s the real labarina??",Neutral,English
278,FXNoo4BjNOE,Gaskiya tin season 1 bankara ganin episode mai ratsa zuciyaba irin wannan Allah yakara babana,Positive,Hausa
279,FXNoo4BjNOE,Masha Allah<br>Film yayi kyau sosai ma <br>Allah yaqara basira,Positive,Hausa
280,FXNoo4BjNOE,Kai! It&#39;s quite unfortunate we&#39;ll not be seeing more of Presido but hope we&#39;ll have a turn back to the see more from them. <br>Hope this one gives us a nice thrill. 🎉🎉🎉,Positive,English
281,FXNoo4BjNOE,Haba aminu saira Mesa zaka Mana haka idan labarina ya Kare ai saika fada Mana haba da Allah 😢😢😢,Negetive,Hausa
282,FXNoo4BjNOE,May Almighty bless me with this kind of freinds,Positive,English
283,FXNoo4BjNOE,Aminu Saira you are lagent director in Hausa movies,Positive,English
284,FXNoo4BjNOE,Wannan labarin inada tabbacin wlh zaifi wancan labarin kyau dan tun banje karsheba nafara ganin haka Allah yataimaki Aminu Saira yakara daga darajarka,Positive,Hausa
285,FXNoo4BjNOE,"masha Allah, banzata lbr zai kyau irin haka ba sbd na yanke dama daga yau idon na kalli episode din zan dae na kallo sai naga kuma yyi ma,ana ssae fatan mu malam aminu saira karka sashi yayi tsayi dayawa❤❤",Positive,Hausa
286,FXNoo4BjNOE,Aminu saira xancin kutumar ubanka idan baka Mai da shirin labarina yadda yake bah<br>Da kudina ku banna min rai,Negetive,Hausa
287,FXNoo4BjNOE,Macha allah Maryam Abikiya Ta kirki wlh 😢,Positive,Hausa
288,FXNoo4BjNOE,Wannan ai sirmena<br>Bamayi,Negetive,Hausa
289,FXNoo4BjNOE,Wai yanzu ana nufin angama labarin su sumayya batun su lucman duk ya wuce an shigo wani babin??,Neutral,Hausa
290,FXNoo4BjNOE,The new face of Labarina,Neutral,English
291,FXNoo4BjNOE,Nice movie,Positive,English
292,FXNoo4BjNOE,Allah yakara basira munan muna jira cigan episode 2,Positive,Hausa
293,FXNoo4BjNOE,Maryam all the way,Positive,English
294,FXNoo4BjNOE,Aminu saira u are the best 🤟🤟 gaskiya like the movie is going to be a blockbuster 💥💥💥 ❤❤❤am loving it already 💃💃💃💃💃,Positive,English
295,FXNoo4BjNOE,Maryam fans let gather ❤❤❤,Positive,English
296,FXNoo4BjNOE,Akwai yiwuwar wannan labarina din zaifi wancan kyau.....,Positive,Hausa
297,FXNoo4BjNOE,Aminu saira ja mu zamu bika bambam TU bambam,Positive,Hausa
298,FXNoo4BjNOE,Love this series more than the first one 👍,Positive,English
299,FXNoo4BjNOE,Kai Masha Allah gaskiyane malan Ameenu Saira Allah ya Kara suttura da Nisan kwana masu Albarka Hakan yamu fa,Positive,Hausa
300,FXNoo4BjNOE,Gsky an Raina mana da wayau Taya za a chanja mana wani series,Negetive,Hausa
301,FXNoo4BjNOE,Gsky an Raina mana da wayau Taya za a chanja mana wani series,Negetive,Hausa
302,FXNoo4BjNOE,Ni Tsorona Kada Aminu Saira Ya Ce Duk Na Cikin Hall Din Nan Sai Kowa Ya Bada Labarinsa 🙄 <br><br>Kaga Akwai Aiki Jaa Kenan 🤦‍♂️,Neutral,Hausa
303,FXNoo4BjNOE,"Gaskiya Mallam Aminu Saira kayi zarra,sai sun taho the best Director in Kanywood",Positive,Hausa
304,FXNoo4BjNOE,Yanzu malam aminu Saira film din dare dayan dakace zakayi mana shine kamayar dashi labarina,Negetive,Hausa
305,FXNoo4BjNOE,I miss presdo and sumaiyya,Neutral,English
306,FXNoo4BjNOE,"Wanda Baisan Miye Film  📽️ ba ko Kuma Sanin Labari ba<br><br>Shine zaiyi wannan Maganar <br><br>Na Kalubalanci Wanda suke ganin Labarina na Yanzu bazai Kai na baya kyau ba <br><br>Ku Rubuta ku Ajiye Labarin Yanzu sai Yafi na baya kyau<br><br>Please 🙏Malam Aminu Saira  Kayi Screenshot ka Ajiye, Kaine zakayi mana Alkalanci",Positive,Hausa
307,FXNoo4BjNOE,Labarin yacanza Akala😀👌,Neutral,Hausa
308,FXNoo4BjNOE,An nuna su sun shiga motar gidan baya amma an haskosu agidan gaba.kyara ne kawai❤,Negetive,Hausa
309,FXNoo4BjNOE,Bravo 👏👏,Positive,English
310,FXNoo4BjNOE,Gaskiya a daraktoci Babu kamarka aminu saira,Positive,Hausa
311,FXNoo4BjNOE,But aminu this film not supposed to be labirana now. It supposed to be another difren film now aa aaa were is your talent,Negetive,English
312,FXNoo4BjNOE,MALAM AMINU SAIRA <br><br>ALLAH Ya Baka baiwa sosai 🤗<br><br>Na Yadda da Film dinka 💯 <br><br><br>Allah Ya kara Daukaka 🤲,Positive,Hausa
313,FXNoo4BjNOE,"Some said its not gud for them....the change that occurred...but to me is best for me bcus anything stay long could cause tiredness...so if we&#39;re tired with longness of labarina, sumayya , presdo, rabagardama and others, so its new one amazing",Positive,English
314,FXNoo4BjNOE,Macha allah tabarakallah aminu allah ya taimaka maka muna yinka,Positive,Hausa
315,FXNoo4BjNOE,"Gaskiya Aminu ni dai ka abinda naso kayimin shi ne Raba gardama ya auri sumayya shi kuma presdor ya kashesu shi ma kuma yakashe kansa  in yaso Labarin yakare iya haka  shi kuma wannan Labarin sai a fadamana sunan shi idan mutun yaga yana ra ayin kallon shi sai yafara Amma fah anawa ra, ayin😊",Neutral,Hausa
316,FXNoo4BjNOE,Naga alamar wnn labarin zaifi labarin sumayya dadi,Positive,Hausa
317,FXNoo4BjNOE,Director na gaskiya baka shirme Allah yakara Maka kaifin basira,Positive,Hausa
318,FXNoo4BjNOE,Allah ya Kara basira Aminu serq,Positive,Hausa
319,FXNoo4BjNOE,Baiyiba kunbatafilm,Negetive,Hausa
320,FXNoo4BjNOE,Sannu da qoqari Aminu Saira.<br>an gaisheka director,Positive,Hausa
321,FXNoo4BjNOE,Barka aminou saira dan allah maryam ta aure al amin ❤🎉,Neutral,Hausa
322,FXNoo4BjNOE,Jamila oubangiji Allah ya rabamu da mata irinku,Negetive,Hausa
323,FXNoo4BjNOE,Jamila mayaudariyace,Negetive,Hausa
324,FXNoo4BjNOE,Maryam ta birgeni,Positive,Hausa
325,FXNoo4BjNOE,One Love Aminu Saira,Positive,English
326,FXNoo4BjNOE,Good Aminu saira❤,Positive,English
327,FXNoo4BjNOE,Now labarina is going to be normal because of Sadiq sani Sadiq,Positive,English
328,FXNoo4BjNOE,What about Summaiya&#39;s story?,Neutral,English
329,FXNoo4BjNOE,Gaskiya bakuyimuna adaltchiba in yakare ne kuyimana bayani ama wanan labari na jiya bayiba,Negetive,Hausa
330,FXNoo4BjNOE,So my question is how about sumayya and presdor what&#39;s going to happen,Neutral,English
331,FXNoo4BjNOE,The best series movies ❤,Positive,English
332,FXNoo4BjNOE,Wow wow wow Ansaka MAGI cikin Miya Film zai kara dadi Sadiq sani sadiq muna maka sanda zuwa,Positive,Hausa
333,FXNoo4BjNOE,Saira you are a Legend. Up up and up to you. I wish you more wisdom to continue our good work .,Positive,English
334,FXNoo4BjNOE,"Oh My God. Saira, don&#39;t kill me with laughter. Poverty is as deathly as HIV in Nigeria. Nice series already. Let&#39;s move on and forget the past. Sumayya etc",Positive,English
335,FXNoo4BjNOE,Ya ankai haka wanga bachirin labarinanaba,Neutral,Hausa
336,FXNoo4BjNOE,Best director ever in kannywood industry 😂🎉🎉🎉🎉🎉,Positive,English
337,FXNoo4BjNOE,Legend director aminu Saira Allah yakara basira,Positive,English
338,FXNoo4BjNOE,"Saira I salute, started thinking this will be the best,I can&#39;t believe am seriously crying from the 1st episodes 👍💯",Positive,English
339,FXNoo4BjNOE,Hausa Film badai renin wayo ba wllh,Negetive,Hausa
340,FXNoo4BjNOE,"Aminu Saira,da naji haushin danaga yadda kacanza film din nan,sai gashi kasani hawaye tun first episode.",Positive,Hausa
341,FXNoo4BjNOE,Wai dan allah wannan labarina ne kuwa haba dan Allah,Neutral,Hausa
342,FXNoo4BjNOE,"Hmmm you guys are using people intelligence I&#39;m not interested in this Movie, labarina is is the best movie ever",Negetive,English
343,FXNoo4BjNOE,"Am yet to say anything about this episode but I will still warch like 3 more time&#39;s for me to really know what to said . Congrats malam aminu saira 🎉 for making our local movie to look like foreign movies with moch high quality  , keep it up ❤",Positive,English
344,FXNoo4BjNOE,Wannan Maryam din yar hassada ne,Negetive,Hausa
345,FXNoo4BjNOE,Saira Hege ne Wlh.,Positive,Hausa
346,FXNoo4BjNOE,Gaskiya ne abunda Adam Zango ya fada akan maso sirya siri mai dugun Zango kawai suna fatama  mutane lukaci ne wanan wane irin abu ne ku ana mana kalan duk mahauka ta ne mu dai mun tafi,Negetive,Hausa
347,FXNoo4BjNOE,Another labarina kudos to mal.aminu saira I really appreciat Allah ya kara basira,Positive,English
348,FXNoo4BjNOE,Good luck alhamdulillah naji Dadi wanna saboda yana faruwa sosai a wan lokace,Positive,Hausa
349,FXNoo4BjNOE,Aminu Saira I give u A1+ kings of the 👑 👑 <br>One love my brother 💓💓❤❤💖💖💖,Positive,English
350,FXNoo4BjNOE,"Gaskiya banji dadin wannan abin bah sbd bamusan makomar presido, sumayya, lukhman da raba gardama bah",Negetive,Hausa
351,FXNoo4BjNOE,Shinwai dolene idan zakayi sharhi Saida turancine naga kowa turanci yakeyi ooo suturawa manya,Negetive,Hausa
352,FXNoo4BjNOE,Shinwaima yasunan film dinnan?,Neutral,Hausa
353,FXNoo4BjNOE,Ashe...! Akwai kallo akwoi qurapa,Neutral,Hausa
354,FXNoo4BjNOE,Malamin Director Muna Tare Dakai Duk Abunda Ka Kawo Shi Muna Biye Dashi Mun San Mai Kyau Ne,Positive,Hausa
355,FXNoo4BjNOE,Masha Allah wannan Bada lbr yafi kyayatar dani,Positive,Hausa
356,FXNoo4BjNOE,"Mtssssssssssss, nonsense",Negetive,English
357,FXNoo4BjNOE,Ya Allah ❤️ ka azurta mu da arziki dan annabi Muhammad RASOOLULLAH salalahu alaihi wasalam 😭 Amin ya hayu ya kayum 😭,Neutral,Hausa
358,FXNoo4BjNOE,"Nidai Adu&#39;a Zanyi mana bakidayan mu, Allah ya bamu tson Rai mu banbance tsakanin lbr farko dana biyu 🤲",Neutral,Hausa
359,FXNoo4BjNOE,kun fida mutanin kirki kun kaumana wann jakin,Negetive,Hausa
360,FXNoo4BjNOE,Hello maryam u are d Best,Positive,English
361,FXNoo4BjNOE,I will come back and watch when you guys continue from the presido&#39;s series,Neutral,English
362,FXNoo4BjNOE,Sadiq my best actor,Positive,English
363,FXNoo4BjNOE,Very interesting 🤨 justice for Al-Amin…..I’m watching live from Ghana 🇬🇭🇬🇭🇬🇭,Positive,English
364,FXNoo4BjNOE,talaci batayiba walahi  Allah kamana tsare da&#39;ita,Neutral,Hausa
365,FXNoo4BjNOE,Sadiq sani saqiq nqmu,Positive,Hausa
366,FXNoo4BjNOE,Al&#39;ameen is the richest man he pretend to be poor and see if she can betray him because of money and she fail while maryam is stand for him. In this case the table can always turn around.<br>To me wooo i didn&#39;t said from Saira ehe 😂😂😂,Neutral,English
367,FXNoo4BjNOE,"Seriously I’m disappointed with you Aminu Saira 😭 You weak the invincible of the series, For letting the story enter-view proceed so long like this👌😢<br><br>Humm aminu u don fuck up wlh <br>Gskia naji kunya 🤦‍♀️🤦‍♀️<br>🚶",Negetive,English
368,FXNoo4BjNOE,Gaskiya ba a kyauta mna bah,Negetive,Hausa
369,FXNoo4BjNOE,"It will shock u that alamin will never be rich,aminu saira is unpredictable,watching from moroco",Neutral,English
370,FXNoo4BjNOE,Wat rubbish is this,Negetive,English
371,FXNoo4BjNOE,A wannan zamanin samun Kawa Mai hankali kamar kawar Amina akoi wahala Dan lami nemi kudi,Neutral,Hausa
372,FXNoo4BjNOE,Westing of time,Negetive,English
373,FXNoo4BjNOE,Aminu saira legend,Positive,English
374,FXNoo4BjNOE,"At first I am angry of what is happening, like where is the Sumayya&#39; story, gradually I fall in love with the current story, and I am sure Maryam will marry al&#39;ameen,. God bless Aminu saira, Total Americans are happy with it",Positive,English
375,FXNoo4BjNOE,wai wanne Film nake gani ne,Neutral,Hausa
376,FXNoo4BjNOE,"This is the beginning, together aminu saira,. One love,,",Positive,English
377,FXNoo4BjNOE,"I really love dis episode,and I&#39;m sure Alamin will become something else can&#39;t wait.but Justice for alamin",Positive,English
378,FXNoo4BjNOE,I just want this movie because of you my best actor ever❤ Alhaji Lawal(danladi) in zomu zauna😻 my best actor ever,Positive,English
379,FXNoo4BjNOE,I can’t really believe I am still watching <br>Maybe it’s because I trust Aminu Saira 😂,Positive,English
380,FXNoo4BjNOE,Shirman banza kawai marasa basira daman dai tunda akaja series shirme ne karshansa wai a hakan kai me basira ne,Negetive,Hausa
381,FXNoo4BjNOE,Hakika da duk directors din da suke series film da zasuyi kuyi da kai da ancigaba a kannywood munji dadin hakan Allah ya kara basira da daukaka malan aminu saira,Positive,Hausa
382,FXNoo4BjNOE,Baban jarumina sadiq sani sadiq fatan alkairi,Positive,Hausa
383,FXNoo4BjNOE,Allah yarabamu da talauci 🤲🤔,Neutral,Hausa
384,FXNoo4BjNOE,If yhey want labarina to more exelent they have to be doing it with English because is not all people&#39;s understand hausa language,Neutral,English
385,FXNoo4BjNOE,"Unless this is a revolutionary idea, Sadiq will likely turn out to make it in life and get married to Maryam. Jamila would eventually face a heartbreak from her new lover and regret when its too late.",Neutral,English
386,FXNoo4BjNOE,ya haka labarina yau,Neutral,Hausa
387,FXNoo4BjNOE,Slm Malam Aminu Saira ya aiki ya xakayimuna haka bamu gane wannan abun ba gaskiya Saira baka kyauta manaba,Negetive,Hausa
388,FXNoo4BjNOE,There&#39;s no doubt that Maryam is everyone favourite ❤,Positive,English
389,FXNoo4BjNOE,Nabar kalon chirin labarina kubata chirin,Negetive,Hausa
390,FXNoo4BjNOE,Saira kaai Duniyaaaa ne,Positive,Hausa
391,FXNoo4BjNOE,Gaskiya mallam talaucin al amin yayi yawa dole jamila taita kokonto banga laifin ta ba,Neutral,Hausa
392,FXNoo4BjNOE,Qawar Jamilan nan meye sunanta ne ta ce Khadija tace Maryam duk ita daya. Haryanzu ba girma ba.,Negetive,Hausa
393,FXNoo4BjNOE,Ohhhhhhhhhhhh another rukayyah again 😂 I am in love with this series actually tnxs to best producer aminu sairaa,Positive,English
394,FXNoo4BjNOE,Aminu you’re who you think you are!,Positive,English
395,FXNoo4BjNOE,Masha Allah  gsky abu yayi kyau bawai bamu yaba bane amma dai gsky munfison akarasamuna wancen musan yakare gaba daya sannan afito da wannan amtsayin sabo. Allah yakara Basira,Neutral,Hausa
396,FXNoo4BjNOE,Masha allah allah yakara basira gaskiya ne ladidi,Positive,Hausa
397,FXNoo4BjNOE,"Labarina yazama labaran jama,a",Neutral,Hausa
398,FXNoo4BjNOE,Labarin yayi kyau sosai Allah ya taimaka ya kara basira 5:55am,Positive,Hausa
399,FXNoo4BjNOE,hakan bai mana dadiba malam aminu saira,Negetive,Hausa
400,FXNoo4BjNOE,GA dikkan alamu wannan series din yafi wancan sakaran film din na baya,Positive,Hausa
401,FXNoo4BjNOE,Sosai my ta kwara soyaya da kulawa shine ba kudi ba,Neutral,Hausa
402,FXNoo4BjNOE,This is the first time I have commented in this series Aminu Saira you’re the best,Positive,English
403,FXNoo4BjNOE,Ayda ba labarina ba yakamata tun farko da labarin sumayya za.a sakawa film din ko tunda ba .itace take bada labarin ba,Neutral,Hausa
404,FXNoo4BjNOE,Angama da Rukayya yanzu an dauko Maryam ...,Neutral,Hausa
405,FXNoo4BjNOE,If you were in Jamila shoe will you collect his money??for me Wallahi I’ll collect it,Neutral,English
406,FXNoo4BjNOE,Sorry Hausa movie RIP,Negetive,English
407,FXNoo4BjNOE,Yan Mata mayaudara kuji tsoran allah,Negetive,Hausa
408,FXNoo4BjNOE,Gaskiya Jamila nan ta batanmin rai akan maryam,Negetive,Hausa
409,FXNoo4BjNOE,I&#39;m really impressed with the new chapter in the series,Positive,English
410,FXNoo4BjNOE,Masha Allah Allah yakara dadaukaka 🇳🇬🇸🇦🌷😂😂😂,Positive,Hausa
411,FXNoo4BjNOE,Great story 💯💯💯,Positive,English
412,FXNoo4BjNOE,Maryam the latest rukkaya,Neutral,English
413,FXNoo4BjNOE,Film yayi mu daman munce semun kalla ko menene Allah ya kara basira,Positive,Hausa
414,FXNoo4BjNOE,Aminu saira is indeed the best above all kannywood directors,Positive,English
415,FXNoo4BjNOE,LABARINA BAMAYI DAGA YAU MUN DAINA KALLON LABARINA KAWAI BATA MANA LOKACINE AKAYI DA DATARMU DOMIN KALLON WANNAN SHIRMEN ALLAH YA ISAR MANA,Negetive,Hausa
416,FXNoo4BjNOE,Duk sai mun korema customer don wannan shirin baiyiba,Negetive,Hausa
417,FXNoo4BjNOE,More interesting than the past ❤,Positive,English
418,FXNoo4BjNOE,Aminu Saira You are something else kudos to you Sir 👍,Positive,English
419,FXNoo4BjNOE,"Welcome to the new story. It contain more passionate, heart touching &amp; educative than the first one. Really love it. <br>Can&#39;t wait to see next episode 😊😊😊",Positive,English
420,FXNoo4BjNOE,"🎉🎉wow Maryam Giwar mata, Weldon Malam Aminu tunbin giwa, sawun giwa badda na rakumi, Muje zuwa oga",Positive,Hausa
421,FXNoo4BjNOE,Malan saira karka yaudare mu da wani film,Negetive,Hausa
422,FXNoo4BjNOE,"I Don&#39;t really understand this episode wallahi 😕, no be what i expected to see ,the support show where they take aliyu to the hospital nah .aminu u want to spoil this movie 🎬 oooo,infact I&#39;m Done with labarina Mtcheeew",Negetive,English
